Species name,Genus,Major group
Salix songarica,Salix,Angiosperm
Salix souliei,Salix,Angiosperm
Salix spathulifolia,Salix,Angiosperm
Salix sphaeronymphe,Salix,Angiosperm
Salix sphaeronymphe var. sphaeronymphoides,Salix,Angiosperm
Salix sphaeronymphoides,Salix,Angiosperm
Salix spodiophylla,Salix,Angiosperm
Salix spodiophylla var. liocarpa,Salix,Angiosperm
Salix spodiophylla var. spodiophylla,Salix,Angiosperm
Salix suchowensis,Salix,Angiosperm
Salix sungkianica,Salix,Angiosperm
Salix tagawana,Salix,Angiosperm
Salix taipaiensis,Salix,Angiosperm
Salix taishanensis,Salix,Angiosperm
Salix taishanensis var. glabra,Salix,Angiosperm
Salix taishanensis var. hebeinica,Salix,Angiosperm
Salix taishanensis var. taishanensis,Salix,Angiosperm
Salix taiwanalpina,Salix,Angiosperm
Salix takasagoalpina,Salix,Angiosperm
Salix tangii,Salix,Angiosperm
Salix tangii var. angustifolia,Salix,Angiosperm
Salix tangii var. tangii,Salix,Angiosperm
Salix taoensis,Salix,Angiosperm
Salix taoensis var. leiocarpa,Salix,Angiosperm
Salix taoensis var. pedicellata,Salix,Angiosperm
Salix taoensis var. taoensis,Salix,Angiosperm
Salix taraikensis,Salix,Angiosperm
Salix taraikensis var. latifolia,Salix,Angiosperm
Salix taraikensis var. oblanceolata,Salix,Angiosperm
Salix taraikensis var. taraikensis,Salix,Angiosperm
Salix tarbagataica,Salix,Angiosperm
Salix tenella,Salix,Angiosperm
Salix tenella var. tenella,Salix,Angiosperm
Salix tenella var. trichadenia,Salix,Angiosperm
Salix tengchongensis,Salix,Angiosperm
Salix tenuijulis,Salix,Angiosperm
Salix tetrasperma,Salix,Angiosperm
Salix tianschanica,Salix,Angiosperm
Salix tibetica var. juparica,Salix,Angiosperm
Salix triandroides,Salix,Angiosperm
Salix trichocarpa,Salix,Angiosperm
Salix turanica,Salix,Angiosperm
Salix turczaninowii,Salix,Angiosperm
Salix vaccinioides,Salix,Angiosperm
Salix variegata,Salix,Angiosperm
Salix vestita,Salix,Angiosperm
Salix wallichiana,Salix,Angiosperm
Salix wallichiana var. pachyclada,Salix,Angiosperm
Salix wallichiana var. wallichiana,Salix,Angiosperm
Salix wangiana,Salix,Angiosperm
Salix warburgii,Salix,Angiosperm
Salix weixiensis,Salix,Angiosperm
Salix wilhelmsiana,Salix,Angiosperm
Salix wilhelmsiana var. latifolia,Salix,Angiosperm
Salix wilhelmsiana var. leiocarpa,Salix,Angiosperm
Salix wilhelmsiana var. wilhelmsiana,Salix,Angiosperm
Salix wilsonii,Salix,Angiosperm
Salix wolohoensis,Salix,Angiosperm
Salix wuxuhaiensis,Salix,Angiosperm
Salix xiaoguangshanica,Salix,Angiosperm
Salix xizangensis,Salix,Angiosperm
Salix yadongensis,Salix,Angiosperm
Salix yanbianica,Salix,Angiosperm
Salix yuhuangshanensis,Salix,Angiosperm
Salix yumenensis,Salix,Angiosperm
Salix zangica,Salix,Angiosperm
Salix zayulica,Salix,Angiosperm
Salix zhegushanica,Salix,Angiosperm
Salix zhouquensis,Salix,Angiosperm
Pyrenaria diospyricarpa,Pyrenaria,Angiosperm
Pyrenaria hirta,Pyrenaria,Angiosperm
Pyrenaria hirta var. cordatula,Pyrenaria,Angiosperm
Pyrenaria hirta var. hirta,Pyrenaria,Angiosperm
Pyrenaria jonquieriana subsp. multisepala,Pyrenaria,Angiosperm
Pyrenaria khasiana,Pyrenaria,Angiosperm
Pyrenaria kwangsiensis,Pyrenaria,Angiosperm
Pyrenaria maculatoclada,Pyrenaria,Angiosperm
Pyrenaria menglaensis,Pyrenaria,Angiosperm
Pyrenaria microcarpa,Pyrenaria,Angiosperm
Pyrenaria microcarpa var. microcarpa,Pyrenaria,Angiosperm
Pyrenaria microcarpa var. ovalifolia,Pyrenaria,Angiosperm
Pyrenaria oblongicarpa,Pyrenaria,Angiosperm
Pyrenaria pingpienensis,Pyrenaria,Angiosperm
Pyrenaria sophiae,Pyrenaria,Angiosperm
Pyrenaria spectabilis,Pyrenaria,Angiosperm
Pyrenaria spectabilis var. greeniae,Pyrenaria,Angiosperm
Pyrenaria spectabilis var. spectabilis,Pyrenaria,Angiosperm
Pyrenaria wuana,Pyrenaria,Angiosperm
Stewartia calcicola,Stewartia,Angiosperm
Stewartia cordifolia,Stewartia,Angiosperm
Stewartia crassifolia,Stewartia,Angiosperm
Stewartia densivillosa,Stewartia,Angiosperm
Stewartia laotica,Stewartia,Angiosperm
Stewartia medogensis,Stewartia,Angiosperm
Stewartia micrantha,Stewartia,Angiosperm
Stewartia obovata,Stewartia,Angiosperm
Stewartia pteropetiolata,Stewartia,Angiosperm
Stewartia rostrata,Stewartia,Angiosperm
Stewartia rubiginosa,Stewartia,Angiosperm
Stewartia rubiginosa var. damingshanica,Stewartia,Angiosperm
Stewartia rubiginosa var. rubiginosa,Stewartia,Angiosperm
Stewartia sichuanensis,Stewartia,Angiosperm
Stewartia sinensis,Stewartia,Angiosperm
Stewartia sinensis var. acutisepala,Stewartia,Angiosperm
Stewartia sinensis var. brevicalyx,Stewartia,Angiosperm
Stewartia sinensis var. shensiensis,Stewartia,Angiosperm
Stewartia sinensis var. sinensis,Stewartia,Angiosperm
Stewartia sinii,Stewartia,Angiosperm
Stewartia villosa,Stewartia,Angiosperm
Stewartia villosa var. kwangtungensis,Stewartia,Angiosperm
Stewartia villosa var. serrata,Stewartia,Angiosperm
Stewartia villosa var. villosa,Stewartia,Angiosperm
Fraxinus baroniana,Fraxinus,Angiosperm
Fraxinus bungeana,Fraxinus,Angiosperm
Fraxinus chinensis,Fraxinus,Angiosperm
Fraxinus chinensis subsp. chinensis,Fraxinus,Angiosperm
Fraxinus chinensis subsp. rhynchophylla,Fraxinus,Angiosperm
Fraxinus depauperata,Fraxinus,Angiosperm
Fraxinus ferruginea,Fraxinus,Angiosperm
Fraxinus floribunda,Fraxinus,Angiosperm
Fraxinus griffithii,Fraxinus,Angiosperm
Fraxinus hupehensis,Fraxinus,Angiosperm
Fraxinus insularis,Fraxinus,Angiosperm
Fraxinus malacophylla,Fraxinus,Angiosperm
Fraxinus mandschurica,Fraxinus,Angiosperm
Fraxinus odontocalyx,Fraxinus,Angiosperm
Fraxinus paxiana,Fraxinus,Angiosperm
Fraxinus platypoda,Fraxinus,Angiosperm
Fraxinus punctata,Fraxinus,Angiosperm
Fraxinus retusifoliolata,Fraxinus,Angiosperm
Fraxinus sieboldiana,Fraxinus,Angiosperm
Fraxinus sikkimensis,Fraxinus,Angiosperm
Fraxinus sogdiana,Fraxinus,Angiosperm
Fraxinus stylosa,Fraxinus,Angiosperm
Fraxinus trifoliolata,Fraxinus,Angiosperm
Fraxinus xanthoxyloides,Fraxinus,Angiosperm
Acer acuminatum,Acer,Angiosperm
Acer acutum,Acer,Angiosperm
Acer albopurpurascens,Acer,Angiosperm
Acer amplum,Acer,Angiosperm
Acer amplum subsp. amplum,Acer,Angiosperm
Acer amplum subsp. bodinieri,Acer,Angiosperm
Acer amplum subsp. catalpifolium,Acer,Angiosperm
Acer amplum subsp. tientaiense,Acer,Angiosperm
Acer barbinerve,Acer,Angiosperm
Acer buergerianum,Acer,Angiosperm
Acer buergerianum var. buergerianum,Acer,Angiosperm
Acer buergerianum var. formosanum,Acer,Angiosperm
Acer buergerianum var. horizontale,Acer,Angiosperm
Acer buergerianum var. jiujiangense,Acer,Angiosperm
Acer buergerianum var. kaiscianense,Acer,Angiosperm
Acer buergerianum var. yentangense,Acer,Angiosperm
Acer caesium,Acer,Angiosperm
Acer calcaratum,Acer,Angiosperm
Acer campbellii,Acer,Angiosperm
Acer campbellii var. campbellii,Acer,Angiosperm
Acer campbellii var. serratifolium,Acer,Angiosperm
Acer cappadocicum,Acer,Angiosperm
Acer cappadocicum subsp. cappadocicum,Acer,Angiosperm
Acer cappadocicum subsp. sinicum,Acer,Angiosperm
Acer caudatifolium,Acer,Angiosperm
Acer caudatum,Acer,Angiosperm
Acer ceriferum,Acer,Angiosperm
Acer chienii,Acer,Angiosperm
Acer chingii,Acer,Angiosperm
Acer chunii,Acer,Angiosperm
Acer chunii subsp. chunii,Acer,Angiosperm
Acer chunii subsp. dimorphophyllum,Acer,Angiosperm
Acer confertifolium,Acer,Angiosperm
Acer cordatum,Acer,Angiosperm
Acer cordatum var. cordatum,Acer,Angiosperm
Acer cordatum var. dimorphifolium,Acer,Angiosperm
Acer coriaceifolium,Acer,Angiosperm
Acer crassum,Acer,Angiosperm
Acer davidii,Acer,Angiosperm
Acer davidii subsp. davidii,Acer,Angiosperm
Acer davidii subsp. grosseri,Acer,Angiosperm
Acer duplicatoserratum,Acer,Angiosperm
Acer duplicatoserratum var. chinense,Acer,Angiosperm
Acer duplicatoserratum var. duplicatoserratum,Acer,Angiosperm
Acer elegantulum,Acer,Angiosperm
Acer erianthum,Acer,Angiosperm
Acer fabri,Acer,Angiosperm
Acer fenzelianum,Acer,Angiosperm
Acer flabellatum,Acer,Angiosperm
Acer forrestii,Acer,Angiosperm
Acer fulvescens,Acer,Angiosperm
Acer gracilifolium,Acer,Angiosperm
Acer griseum,Acer,Angiosperm
Acer henryi,Acer,Angiosperm
Acer hilaense,Acer,Angiosperm
Acer japonicum,Acer,Angiosperm
Acer komarovii,Acer,Angiosperm
Acer kungshanense,Acer,Angiosperm
Acer kuomeii,Acer,Angiosperm
Acer kwangnanense,Acer,Angiosperm
Acer kweilinense,Acer,Angiosperm
Acer laevigatum,Acer,Angiosperm
Acer laevigatum var. laevigatum,Acer,Angiosperm
Acer laevigatum var. salweenense,Acer,Angiosperm
Acer laurinum,Acer,Angiosperm
Acer laxiflorum,Acer,Angiosperm
Acer leipoense,Acer,Angiosperm
Acer linganense,Acer,Angiosperm
Acer longipes,Acer,Angiosperm
Acer lucidum,Acer,Angiosperm
Acer lungshengense,Acer,Angiosperm
Acer mandshuricum,Acer,Angiosperm
Acer maximowiczii,Acer,Angiosperm
Acer metcalfii,Acer,Angiosperm
Acer miaoshanicum,Acer,Angiosperm
Acer miaotaiense,Acer,Angiosperm
Acer morrisonense,Acer,Angiosperm
Acer negundo,Acer,Angiosperm
Acer nikoense,Acer,Angiosperm
Acer oblongum,Acer,Angiosperm
Acer oblongum var. oblongum,Acer,Angiosperm
Acer oblongum var. omeiense,Acer,Angiosperm
Acer oligocarpum,Acer,Angiosperm
Acer oliverianum,Acer,Angiosperm
Acer paihengii,Acer,Angiosperm
Acer palmatum,Acer,Angiosperm
Acer pauciflorum,Acer,Angiosperm
Acer paxii,Acer,Angiosperm
Acer pectinatum,Acer,Angiosperm
Acer pectinatum subsp. pectinatum,Acer,Angiosperm
Acer pectinatum subsp. taronense,Acer,Angiosperm
Acer pentaphyllum,Acer,Angiosperm
Acer pictum,Acer,Angiosperm
Acer pictum subsp. macropterum,Acer,Angiosperm
Acer pictum subsp. mono,Acer,Angiosperm
Acer pictum subsp. pictum,Acer,Angiosperm
Acer pictum subsp. pubigerum,Acer,Angiosperm
Acer pictum subsp. tricuspis,Acer,Angiosperm
Acer pilosum,Acer,Angiosperm
Acer pilosum var. pilosum,Acer,Angiosperm
Acer pilosum var. stenolobum,Acer,Angiosperm
Acer pinnatinervium,Acer,Angiosperm
Acer poliophyllum,Acer,Angiosperm
Acer pseudosieboldianum,Acer,Angiosperm
Acer pubinerve,Acer,Angiosperm
Acer pubipetiolatum,Acer,Angiosperm
Acer pubipetiolatum var. pingpienense,Acer,Angiosperm
Acer pubipetiolatum var. pubipetiolatum,Acer,Angiosperm
Acer sect. Acer,Acer,Angiosperm
Acer sect. Arguta,Acer,Angiosperm
Acer sect. Ginnala,Acer,Angiosperm
Acer sect. Hyptiocarpa,Acer,Angiosperm
Acer sect. Lithocarpa,Acer,Angiosperm
Acer sect. Macrantha,Acer,Angiosperm
Acer sect. Negundo,Acer,Angiosperm
Acer sect. Oblonga,Acer,Angiosperm
Acer sect. Palmata,Acer,Angiosperm
Acer sect. Pentaphylla,Acer,Angiosperm
Acer sect. Platanoidea,Acer,Angiosperm
Acer sect. Pubescentia,Acer,Angiosperm
Acer sect. Spicata,Acer,Angiosperm
Acer sect. Trifoliata,Acer,Angiosperm
Acer serrulatum,Acer,Angiosperm
Acer shenkanense,Acer,Angiosperm
Acer shihweii,Acer,Angiosperm
Acer sikkimense,Acer,Angiosperm
Acer sinense,Acer,Angiosperm
Acer sino-oblongum,Acer,Angiosperm
Acer sinopurpurascens,Acer,Angiosperm
Acer stachyophyllum,Acer,Angiosperm
Acer stachyophyllum subsp. betulifolium,Acer,Angiosperm
Acer stachyophyllum subsp. stachyophyllum,Acer,Angiosperm
Acer sterculiaceum,Acer,Angiosperm
Acer sterculiaceum subsp. franchetii,Acer,Angiosperm
Acer sterculiaceum subsp. sterculiaceum,Acer,Angiosperm
Acer sutchuenense,Acer,Angiosperm
Acer sycopseoides,Acer,Angiosperm
Acer tataricum,Acer,Angiosperm
Acer tataricum subsp. ginnala,Acer,Angiosperm
Acer tataricum subsp. semenovii,Acer,Angiosperm
Acer tataricum subsp. theiferum,Acer,Angiosperm
Acer tegmentosum,Acer,Angiosperm
Acer tenellum,Acer,Angiosperm
Acer tenellum var. septemlobum,Acer,Angiosperm
Acer tenellum var. tenellum,Acer,Angiosperm
Acer thomsonii,Acer,Angiosperm
Acer tibetense,Acer,Angiosperm
Acer tonkinense,Acer,Angiosperm
Acer triflorum,Acer,Angiosperm
Acer truncatum,Acer,Angiosperm
Acer tsinglingense,Acer,Angiosperm
Acer tutcheri,Acer,Angiosperm
Acer tutcheri var. shimadae,Acer,Angiosperm
Acer tutcheri var. tutcheri,Acer,Angiosperm
Acer ukurunduense,Acer,Angiosperm
Acer wangchii,Acer,Angiosperm
Acer wardii,Acer,Angiosperm
Acer wilsonii,Acer,Angiosperm
Acer yangbiense,Acer,Angiosperm
Acer yinkunii,Acer,Angiosperm
Acer yui,Acer,Angiosperm
Amomum austrosinense,Amomum,Angiosperm
Amomum capsiciforme,Amomum,Angiosperm
Amomum chinense,Amomum,Angiosperm
Amomum compactum,Amomum,Angiosperm
Amomum coriandriodorum,Amomum,Angiosperm
Amomum dealbatum,Amomum,Angiosperm
Amomum dolichanthum,Amomum,Angiosperm
Amomum fragile,Amomum,Angiosperm
Amomum gagnepainii,Amomum,Angiosperm
Amomum glabrum,Amomum,Angiosperm
Amomum jingxiense,Amomum,Angiosperm
Amomum koenigii,Amomum,Angiosperm
Amomum kwangsiense,Amomum,Angiosperm
Amomum longiligulare,Amomum,Angiosperm
Amomum longipetiolatum,Amomum,Angiosperm
Amomum maximum,Amomum,Angiosperm
Amomum menglaense,Amomum,Angiosperm
Amomum mengtzense,Amomum,Angiosperm
Amomum microcarpum,Amomum,Angiosperm
Amomum muricarpum,Amomum,Angiosperm
Amomum neoaurantiacum,Amomum,Angiosperm
Amomum odontocarpum,Amomum,Angiosperm
Amomum paratsaoko,Amomum,Angiosperm
Amomum petaloideum,Amomum,Angiosperm
Amomum purpureorubrum,Amomum,Angiosperm
Amomum putrescens,Amomum,Angiosperm
Amomum quadratolaminare,Amomum,Angiosperm
Amomum repoeense,Amomum,Angiosperm
Amomum scarlatinum,Amomum,Angiosperm
Amomum sericeum,Amomum,Angiosperm
Amomum subcapitatum,Amomum,Angiosperm
Amomum subulatum,Amomum,Angiosperm
Amomum thysanochililum,Amomum,Angiosperm
Amomum tsaoko,Amomum,Angiosperm
Amomum tuberculatum,Amomum,Angiosperm
Amomum verrucosum,Amomum,Angiosperm
Amomum villosum,Amomum,Angiosperm
Amomum villosum var. villosum,Amomum,Angiosperm
Amomum villosum var. xanthioides,Amomum,Angiosperm
Amomum yingjiangense,Amomum,Angiosperm
Amomum yunnanense,Amomum,Angiosperm
Utricularia aurea,Utricularia,Angiosperm
Utricularia australis,Utricularia,Angiosperm
Utricularia bifida,Utricularia,Angiosperm
Utricularia brachiata,Utricularia,Angiosperm
Utricularia caerulea,Utricularia,Angiosperm
Utricularia forrestii,Utricularia,Angiosperm
Utricularia foveolata,Utricularia,Angiosperm
Utricularia gibba,Utricularia,Angiosperm
Utricularia graminifolia,Utricularia,Angiosperm
Utricularia hirta,Utricularia,Angiosperm
Utricularia intermedia,Utricularia,Angiosperm
Utricularia kumaonensis,Utricularia,Angiosperm
Utricularia limosa,Utricularia,Angiosperm
Utricularia mangshanensis,Utricularia,Angiosperm
Utricularia minor,Utricularia,Angiosperm
Utricularia minutissima,Utricularia,Angiosperm
Utricularia multicaulis,Utricularia,Angiosperm
Utricularia peranomala,Utricularia,Angiosperm
Utricularia punctata,Utricularia,Angiosperm
Utricularia salwinensis,Utricularia,Angiosperm
Utricularia scandens,Utricularia,Angiosperm
Utricularia scandens subsp. firmula,Utricularia,Angiosperm
Utricularia scandens subsp. scandens,Utricularia,Angiosperm
Utricularia striatula,Utricularia,Angiosperm
Utricularia uliginosa,Utricularia,Angiosperm
Utricularia vulgaris,Utricularia,Angiosperm
Utricularia vulgaris subsp. macrorhiza,Utricularia,Angiosperm
Utricularia vulgaris subsp. vulgaris,Utricularia,Angiosperm
Utricularia warburgii,Utricularia,Angiosperm
Ilex aculeolata,Ilex,Angiosperm
Ilex angulata,Ilex,Angiosperm
Ilex arisanensis,Ilex,Angiosperm
Ilex asprella,Ilex,Angiosperm
Ilex asprella var. asprella,Ilex,Angiosperm
Ilex asprella var. tapuensis,Ilex,Angiosperm
Ilex atrata,Ilex,Angiosperm
Ilex atrata var. atrata,Ilex,Angiosperm
Ilex atrata var. wangii,Ilex,Angiosperm
Ilex austrosinensis,Ilex,Angiosperm
Ilex bidens,Ilex,Angiosperm
Ilex bioritsensis,Ilex,Angiosperm
Ilex brachyphylla,Ilex,Angiosperm
Ilex buergeri,Ilex,Angiosperm
Ilex buxoides,Ilex,Angiosperm
Ilex cauliflora,Ilex,Angiosperm
Ilex centrochinensis,Ilex,Angiosperm
Ilex chamaebuxus,Ilex,Angiosperm
Ilex championii,Ilex,Angiosperm
Ilex chapaensis,Ilex,Angiosperm
Ilex chartaceifolia,Ilex,Angiosperm
Ilex chartaceifolia var. chartaceifolia,Ilex,Angiosperm
Ilex chartaceifolia var. glabra,Ilex,Angiosperm
Ilex chengbuensis,Ilex,Angiosperm
Ilex chengkouensis,Ilex,Angiosperm
Ilex cheniana,Ilex,Angiosperm
Ilex chinensis,Ilex,Angiosperm
Ilex chingiana,Ilex,Angiosperm
Ilex chingiana var. chingiana,Ilex,Angiosperm
Ilex chingiana var. megacarpa,Ilex,Angiosperm
Ilex chingiana var. puberula,Ilex,Angiosperm
Ilex chuniana,Ilex,Angiosperm
Ilex ciliospinosa,Ilex,Angiosperm
Ilex cinerea,Ilex,Angiosperm
Ilex cochinchinensis,Ilex,Angiosperm
Ilex confertiflora,Ilex,Angiosperm
Ilex confertiflora var. confertiflora,Ilex,Angiosperm
Ilex confertiflora var. kwangsiensis,Ilex,Angiosperm
Ilex corallina,Ilex,Angiosperm
Ilex corallina var. corallina,Ilex,Angiosperm
Ilex corallina var. loeseneri,Ilex,Angiosperm
Ilex cornuta,Ilex,Angiosperm
Ilex crenata,Ilex,Angiosperm
Ilex cupreonitens,Ilex,Angiosperm
Ilex cyrtura,Ilex,Angiosperm
Ilex dabieshanensis,Ilex,Angiosperm
Ilex dasyclada,Ilex,Angiosperm
Ilex dasyphylla,Ilex,Angiosperm
Ilex dehongensis,Ilex,Angiosperm
Ilex delavayi,Ilex,Angiosperm
Ilex delavayi var. comberiana,Ilex,Angiosperm
Ilex delavayi var. delavayi,Ilex,Angiosperm
Ilex delavayi var. exalata,Ilex,Angiosperm
Ilex delavayi var. linearifolia,Ilex,Angiosperm
Ilex delavayi var. muliensis,Ilex,Angiosperm
Ilex denticulata,Ilex,Angiosperm
Ilex dianguiensis,Ilex,Angiosperm
Ilex dicarpa,Ilex,Angiosperm
Ilex dipyrena,Ilex,Angiosperm
Ilex dolichopoda,Ilex,Angiosperm
Ilex dunniana,Ilex,Angiosperm
Ilex editicostata,Ilex,Angiosperm
Ilex elmerrilliana,Ilex,Angiosperm
Ilex estriata,Ilex,Angiosperm
Ilex euryoides,Ilex,Angiosperm
Ilex excelsa,Ilex,Angiosperm
Ilex excelsa var. excelsa,Ilex,Angiosperm
Ilex excelsa var. hypotricha,Ilex,Angiosperm
Ilex fargesii,Ilex,Angiosperm
Ilex fargesii var. angustifolia,Ilex,Angiosperm
Ilex fargesii var. brevifolia,Ilex,Angiosperm
Ilex fargesii var. fargesii,Ilex,Angiosperm
Ilex fengqingensis,Ilex,Angiosperm
Ilex ferruginea,Ilex,Angiosperm
Ilex ficifolia,Ilex,Angiosperm
Ilex ficoidea,Ilex,Angiosperm
Ilex formosana,Ilex,Angiosperm
Ilex formosana var. formosana,Ilex,Angiosperm
Ilex formosana var. macropyrena,Ilex,Angiosperm
Ilex forrestii,Ilex,Angiosperm
Ilex forrestii var. forrestii,Ilex,Angiosperm
Ilex forrestii var. glabra,Ilex,Angiosperm
Ilex fragilis,Ilex,Angiosperm
Ilex franchetiana,Ilex,Angiosperm
Ilex franchetiana var. franchetiana,Ilex,Angiosperm
Ilex franchetiana var. parvifolia,Ilex,Angiosperm
Ilex fukienensis,Ilex,Angiosperm
Ilex georgei,Ilex,Angiosperm
Ilex gintungensis,Ilex,Angiosperm
Ilex glomerata,Ilex,Angiosperm
Ilex godajam,Ilex,Angiosperm
Ilex goshiensis,Ilex,Angiosperm
Ilex graciliflora,Ilex,Angiosperm
Ilex gracilis,Ilex,Angiosperm
Ilex guangnanensis,Ilex,Angiosperm
Ilex guangxica,Ilex,Angiosperm
Ilex guizhouensis,Ilex,Angiosperm
Ilex hainanensis,Ilex,Angiosperm
Ilex hanceana,Ilex,Angiosperm
Ilex hayatana,Ilex,Angiosperm
Ilex hirsuta,Ilex,Angiosperm
Ilex hookeri,Ilex,Angiosperm
Ilex huana,Ilex,Angiosperm
Ilex hylonoma,Ilex,Angiosperm
Ilex hylonoma var. glabra,Ilex,Angiosperm
Ilex hylonoma var. hylonoma,Ilex,Angiosperm
Ilex integra,Ilex,Angiosperm
Ilex intermedia,Ilex,Angiosperm
Ilex intricata,Ilex,Angiosperm
Ilex jiaolingensis,Ilex,Angiosperm
Ilex jinyunensis,Ilex,Angiosperm
Ilex jiuwanshanensis,Ilex,Angiosperm
Ilex kaushue,Ilex,Angiosperm
Ilex kengii,Ilex,Angiosperm
Ilex kiangsiensis,Ilex,Angiosperm
Ilex kobuskiana,Ilex,Angiosperm
Ilex kunmingensis,Ilex,Angiosperm
Ilex kunmingensis var. capitata,Ilex,Angiosperm
Ilex kunmingensis var. kunmingensis,Ilex,Angiosperm
Ilex kusanoi,Ilex,Angiosperm
Ilex kwangtungensis,Ilex,Angiosperm
Ilex lancilimba,Ilex,Angiosperm
Ilex latifolia,Ilex,Angiosperm
Ilex latifrons,Ilex,Angiosperm
Ilex liana,Ilex,Angiosperm
Ilex liangii,Ilex,Angiosperm
Ilex lihuaensis,Ilex,Angiosperm
Ilex linii,Ilex,Angiosperm
Ilex litseifolia,Ilex,Angiosperm
Ilex lohfauensis,Ilex,Angiosperm
Ilex longecaudata,Ilex,Angiosperm
Ilex longecaudata var. glabra,Ilex,Angiosperm
Ilex longecaudata var. longecaudata,Ilex,Angiosperm
Ilex longzhouensis,Ilex,Angiosperm
Ilex lonicerifolia,Ilex,Angiosperm
Ilex lonicerifolia var. lonicerifolia,Ilex,Angiosperm
Ilex lonicerifolia var. matsudae,Ilex,Angiosperm
Ilex ludianensis,Ilex,Angiosperm
Ilex machilifolia,Ilex,Angiosperm
Ilex maclurei,Ilex,Angiosperm
Ilex macrocarpa,Ilex,Angiosperm
Ilex macrocarpa var. longipedunculata,Ilex,Angiosperm
Ilex macrocarpa var. macrocarpa,Ilex,Angiosperm
Ilex macrocarpa var. reevesiae,Ilex,Angiosperm
Ilex macropoda,Ilex,Angiosperm
Ilex macrostigma,Ilex,Angiosperm
Ilex mamillata,Ilex,Angiosperm
Ilex manneiensis,Ilex,Angiosperm
Ilex marlipoensis,Ilex,Angiosperm
Ilex maximowicziana,Ilex,Angiosperm
Ilex medogensis,Ilex,Angiosperm
Ilex melanophylla,Ilex,Angiosperm
Ilex melanotricha,Ilex,Angiosperm
Ilex memecylifolia,Ilex,Angiosperm
Ilex metabaptista,Ilex,Angiosperm
Ilex metabaptista var. bodinieri,Ilex,Angiosperm
Ilex metabaptista var. metabaptista,Ilex,Angiosperm
Ilex micrococca,Ilex,Angiosperm
Ilex micropyrena,Ilex,Angiosperm
Ilex miguensis,Ilex,Angiosperm
Ilex nanchuanensis,Ilex,Angiosperm
Ilex nanningensis,Ilex,Angiosperm
Ilex ningdeensis,Ilex,Angiosperm
Ilex nitidissima,Ilex,Angiosperm
Ilex nothofagifolia,Ilex,Angiosperm
Ilex nubicola,Ilex,Angiosperm
Ilex nuculicava,Ilex,Angiosperm
Ilex nuculicava var. auctumnalis,Ilex,Angiosperm
Ilex nuculicava var. glabra,Ilex,Angiosperm
Ilex nuculicava var. nuculicava,Ilex,Angiosperm
Ilex occulta,Ilex,Angiosperm
Ilex oligodonta,Ilex,Angiosperm
Ilex omeiensis,Ilex,Angiosperm
Ilex pedunculosa,Ilex,Angiosperm
Ilex peiradena,Ilex,Angiosperm
Ilex pentagona,Ilex,Angiosperm
Ilex perlata,Ilex,Angiosperm
Ilex pernyi,Ilex,Angiosperm
Ilex perryana,Ilex,Angiosperm
Ilex pingheensis,Ilex,Angiosperm
Ilex pingnanensis,Ilex,Angiosperm
Ilex polyneura,Ilex,Angiosperm
Ilex polypyrena,Ilex,Angiosperm
Ilex pseudomachilifolia,Ilex,Angiosperm
Ilex pubescens,Ilex,Angiosperm
Ilex pubescens var. kwangsiensis,Ilex,Angiosperm
Ilex pubescens var. pubescens,Ilex,Angiosperm
Ilex pubigera,Ilex,Angiosperm
Ilex pubilimba,Ilex,Angiosperm
Ilex punctatilimba,Ilex,Angiosperm
Ilex pyrifolia,Ilex,Angiosperm
Ilex qianlingshanensis,Ilex,Angiosperm
Ilex qingyuanensis,Ilex,Angiosperm
Ilex reticulata,Ilex,Angiosperm
Ilex retusifolia,Ilex,Angiosperm
Ilex robusta,Ilex,Angiosperm
Ilex robustinervosa,Ilex,Angiosperm
Ilex rockii,Ilex,Angiosperm
Ilex rotunda,Ilex,Angiosperm
Ilex salicina,Ilex,Angiosperm
Ilex saxicola,Ilex,Angiosperm
Ilex serrata,Ilex,Angiosperm
Ilex shennongjiaensis,Ilex,Angiosperm
Ilex shimeica,Ilex,Angiosperm
Ilex sikkimensis,Ilex,Angiosperm
Ilex sinica,Ilex,Angiosperm
Ilex sterrophylla,Ilex,Angiosperm
Ilex stewardii,Ilex,Angiosperm
Ilex strigillosa,Ilex,Angiosperm
Ilex suaveolens,Ilex,Angiosperm
Ilex subcoriacea,Ilex,Angiosperm
Ilex subcrenata,Ilex,Angiosperm
Ilex subficoidea,Ilex,Angiosperm
Ilex sublongecaudata,Ilex,Angiosperm
Ilex subodorata,Ilex,Angiosperm
Ilex subrugosa,Ilex,Angiosperm
Ilex sugerokii,Ilex,Angiosperm
Ilex suichangensis,Ilex,Angiosperm
Ilex suzukii,Ilex,Angiosperm
Ilex synpyrena,Ilex,Angiosperm
Ilex syzygiophylla,Ilex,Angiosperm
Ilex szechwanensis,Ilex,Angiosperm
Ilex szechwanensis var. huana,Ilex,Angiosperm
Ilex szechwanensis var. mollissima,Ilex,Angiosperm
Ilex szechwanensis var. szechwanensis,Ilex,Angiosperm
Ilex tamii,Ilex,Angiosperm
Ilex tenuis,Ilex,Angiosperm
Ilex tetramera,Ilex,Angiosperm
Ilex tetramera var. glabra,Ilex,Angiosperm
Ilex tetramera var. tetramera,Ilex,Angiosperm
Ilex trichocarpa,Ilex,Angiosperm
